time,CCSM4_historicalGHG_r1i1p1,CCSM4_historicalGHG_r6i1p1,CCSM4_historicalGHG_r4i1p1
1955-01-01,-0.5320845336914062,-0.3546829037136502,-0.2895712110731337
1965-01-01,-0.13365061950683588,-0.062218549940321194,-0.11629999796549478
1975-01-01,-0.015579737345377556,-0.1891662919786241,-0.1937986670600043
1985-01-01,0.19098556857638893,0.04157723490397139,0.34386320326063363
1995-01-01,0.49032932196723084,0.5644905107286241,0.25580667283799907
