time,NorESM1-M_historicalGHG_r1i1p1
1955-01-01,-0.47673549397786463
1965-01-01,-0.28355145094129774
1975-01-01,-0.13319631110297314
1985-01-01,0.1969391191270616
1995-01-01,0.6965441368950738
