time,FGOALS-g2_historicalGHG_r1i1p1
1935-01-01,-0.2432735788254511
1945-01-01,-0.2916961167350648
1955-01-01,-0.5304158407544333
1965-01-01,-0.10772703867109995
1975-01-01,0.27423162187848765
1985-01-01,0.49881498912024125
1995-01-01,0.40006596398732014
