time,bcc-csm1-1_historicalGHG_r1i1p1
1935-01-01,-0.22950114477248418
1945-01-01,-0.4341713472396608
1955-01-01,-0.0774431834145198
1965-01-01,-0.06012645418681792
1975-01-01,0.17327907017299105
1985-01-01,0.12258322700621588
1995-01-01,0.5053798324342758
