time,CNRM-CM5_historicalGHG_r2i1p1,CNRM-CM5_historicalGHG_r1i1p1,CNRM-CM5_historicalGHG_r4i1p1,CNRM-CM5_historicalGHG_r3i1p1,CNRM-CM5_historicalGHG_r5i1p1,CNRM-CM5_historicalGHG_r8i1p1
1955-01-01,-0.40349896918402783,-0.39055557759602866,-0.3809423014322917,-0.25630067782931854,-0.4006389923095703,-0.3533841196695964
1965-01-01,0.033975997924804706,-0.16922008175320094,-0.10499133978949649,-0.16019967142740882,-0.19227136484781898,-0.10671846601698132
1975-01-01,-0.12605892774793837,-0.0624302427503798,0.0358160620795356,-0.09196884324815535,0.024437543233235673,0.057795634799533376
1985-01-01,0.13521258714463977,0.20346493106418187,0.2761250440809462,0.1648143073187934,0.22544883643256292,0.09122651418050129
1995-01-01,0.3603693118625217,0.4187409710354275,0.17399253506130644,0.34365488518608933,0.3430239774915907,0.31108043670654295
