time,BNU-ESM_historicalGHG_r1i1p1
1935-01-01,-0.24950636061411058
1945-01-01,-0.34291055406842913
1955-01-01,-0.36770893884083583
1965-01-01,0.012531950814383318
1975-01-01,-0.044816359868125336
1985-01-01,0.465453975011432
1995-01-01,0.5269562875656854
