time,IPSL-CM5A-MR_historicalGHG_r1i1p2,IPSL-CM5A-MR_historicalGHG_r3i1p2,IPSL-CM5A-MR_historicalGHG_r2i1p2
1935-01-01,-0.6190115822686089,-0.4035193579537527,-0.5139737955729167
1945-01-01,-0.43023752424452044,-0.7834929772028847,-0.3083512624104818
1955-01-01,-0.13249329460991754,-0.28661236112079924,-0.36773716396755635
1965-01-01,-0.25950541178385417,-0.08696485610235309,-0.18325867546929236
1975-01-01,0.06389393276638453,0.22484764220222592,0.0972854105631511
1985-01-01,0.5969720628526475,0.43460726541186134,0.5418219502766928
1995-01-01,0.7803818172878688,0.9011346447657024,0.7342135365804036
