time,tas_Amon_CESM1-CAM5_historicalGHG_r1i1p1_185001-200512,tas_Amon_CESM1-CAM5_historicalGHG_r2i1p1_185001-200512,tas_Amon_CESM1-CAM5_historicalGHG_r3i1p1_185001-200512
1935-01-01,-0.3589356179144849,0.06217281378555866,0.29676280412892614
1945-01-01,0.014682001446921666,0.025621221935937685,-0.04030322338285934
1955-01-01,0.1550213123166793,0.23218226024755537,-0.3872035725642347
1965-01-01,-0.12687627563611165,0.014259557882104115,0.11261671775400751
1975-01-01,0.06492691141629725,-0.034866006975661355,-0.030060904440635822
1985-01-01,0.2168151103630263,-0.13185055679240523,-0.08496455357062103
1995-01-01,0.03436655800767208,-0.16751929008308925,0.13315273207541722
