time,GISS-E2-R_historicalGHG_r2i1p1,GISS-E2-R_historicalGHG_r1i1p1,GISS-E2-R_historicalGHG_r4i1p1,GISS-E2-R_historicalGHG_r3i1p1,GISS-E2-R_historicalGHG_r5i1p1
1955-01-01,-0.6495817209879557,-0.3533902604844836,-0.31917601352267794,-0.4965884297688801,-0.3623085225423177
1965-01-01,-0.5357802225748697,-0.23669739532470696,-0.21582053375244142,0.09030310906304254,-0.34697860633002386
1975-01-01,0.3589043782552083,-0.08265447743733723,-0.09465737321641701,0.043861746893988696,-0.0737634014553494
1985-01-01,0.4317005852593317,0.17831343841552733,0.21284544965955948,0.023963989257812478,0.20798830752902558
1995-01-01,0.3947569800482856,0.49442869483100044,0.4168084708319769,0.3384595845540364,0.5750622227986653
