time,bcc-csm1-1_historicalGHG_r1i1p1
1955-01-01,-0.2101776818169488
1965-01-01,-0.1928609525892469
1975-01-01,0.04054457177056204
1985-01-01,-0.010151271396213114
1995-01-01,0.37264533403184674
