time,CanESM2_historicalGHG_r2i1p1,CanESM2_historicalGHG_r1i1p1,CanESM2_historicalGHG_r4i1p1,CanESM2_historicalGHG_r3i1p1,CanESM2_historicalGHG_r5i1p1
1955-01-01,-0.5014395175509984,-0.8883355780707464,-0.5222515682644314,-0.9597058122422959,-0.6099471316867404
1965-01-01,-0.4572876307169595,-0.07608229573567711,-0.6091911044650608,-0.16753663974338107,-0.1759979705810547
1975-01-01,0.05480938466389977,0.09234562513563367,-0.20556178453233512,0.0059495442708332735,-0.24986036003960505
1985-01-01,0.4675540169609917,0.3520928548177083,0.29521526082356764,0.2351387006971571,0.3033889651828343
1995-01-01,0.4363637466430664,0.5199793938530815,1.0417891964382595,0.8861542070176867,0.732416497124566
