time,GISS-E2-R_historicalGHG_r2i1p1,GISS-E2-R_historicalGHG_r1i1p1,GISS-E2-R_historicalGHG_r4i1p1,GISS-E2-R_historicalGHG_r3i1p1,GISS-E2-R_historicalGHG_r5i1p1
1935-01-01,-0.16782861013261097,-0.5156553728618318,-0.5198798509628053,-0.2408295271131727,-0.6458516329810732
1945-01-01,-0.43789406609913656,-0.5021703247796923,-0.40369662935771644,-0.36444131639268673,-0.44442163860987116
1955-01-01,-0.5284371857416063,-0.14982512095617875,-0.1344607174585736,-0.37553426106770826,-0.14425386822412883
1965-01-01,-0.41463568732852024,-0.033132255796402166,-0.031105237688337062,0.21135727776421442,-0.12892395201183496
1975-01-01,0.4800489135015578,0.12091066209096757,0.09005792284768732,0.16491591559516058,0.14429125286283948
1985-01-01,0.5528451205056812,0.3818785779438322,0.39756074572366384,0.14501815795898437,0.42604296184721446
1995-01-01,0.5159015152946351,0.6979938343593053,0.6015237668960812,0.45951375325520827,0.7931168771168542
