time,IPSL-CM5A-MR_historicalGHG_r1i1p2,IPSL-CM5A-MR_historicalGHG_r3i1p2,IPSL-CM5A-MR_historicalGHG_r2i1p2
1955-01-01,-0.3423431159125434,-0.5240148281521267,-0.5322021755642361
1965-01-01,-0.46935523308648,-0.32436732313368055,-0.3477236870659721
1975-01-01,-0.14595588853624133,-0.01255482482910153,-0.06717960103352866
1985-01-01,0.3871222415500217,0.19720479838053387,0.377356938680013
1995-01-01,0.5705319959852431,0.6637321777343749,0.5697485249837239
