time,CNRM-CM5_historicalGHG_r2i1p1,CNRM-CM5_historicalGHG_r1i1p1,CNRM-CM5_historicalGHG_r4i1p1,CNRM-CM5_historicalGHG_r3i1p1,CNRM-CM5_historicalGHG_r5i1p1,CNRM-CM5_historicalGHG_r8i1p1
1935-01-01,-0.16150345817444817,-0.3410095596313477,-0.24390642620268327,-0.08459129030742343,-0.19580346243722097,-0.24060327439081092
1945-01-01,-0.42726117996942437,-0.21186168246799045,-0.2710148729596819,-0.09950394645569817,-0.19180003514365546,-0.39295743003724115
1955-01-01,-0.28574604155525335,-0.27998132917616103,-0.2779580415998187,-0.21948163047669422,-0.323118292793395,-0.22667197878398593
1965-01-01,0.1517289255535792,-0.05864583333333333,-0.0020070799570234693,-0.12338062407478452,-0.11475066533164371,0.019993674868629116
1975-01-01,-0.008306000119163881,0.048144005669487816,0.13880032191200864,-0.05514979589553103,0.10195824274941095,0.18450777568514382
1985-01-01,0.2529655147734142,0.31403917948404947,0.3791093039134192,0.2016333546714177,0.3029695359487382,0.2179386550661117
1995-01-01,0.4781222394912962,0.5293152194552951,0.27697679489377947,0.38047393253871364,0.420544677007766,0.4377925775921534
