time,CCSM4_historicalGHG_r1i1p1,CCSM4_historicalGHG_r6i1p1,CCSM4_historicalGHG_r4i1p1
1935-01-01,-0.0945000100514245,-0.1668431654430571,-0.09711446852911085
1945-01-01,-0.2873923347109841,-0.2892164242456829,-0.2645616264948769
1955-01-01,-0.45570606473892455,-0.26347098577590217,-0.2172359920683361
1965-01-01,-0.05727215055435419,0.02899336799742682,-0.043964778960697205
1975-01-01,0.06079873160710413,-0.09795437404087612,-0.1214634480552067
1985-01-01,0.2673640375288706,0.1327891528417194,0.41619842226543124
1995-01-01,0.5667077909197126,0.6557024286663721,0.3281418918427967
