time,CanESM2_historicalGHG_r2i1p1,CanESM2_historicalGHG_r1i1p1,CanESM2_historicalGHG_r4i1p1,CanESM2_historicalGHG_r3i1p1,CanESM2_historicalGHG_r5i1p1
1935-01-01,-0.4912000922551231,-0.5758707294766865,-0.5735289449540396,-0.5153710422818621,-0.7237902274964347
1945-01-01,-0.6864625985281807,-0.4783278056553431,-0.3289584925818065,-0.5595548581320141,-0.297978150503976
1955-01-01,-0.2659069793943376,-0.6774958710443404,-0.3417540807572622,-0.7447206321595207,-0.4055934560866583
1965-01-01,-0.22175509256029874,0.13475741129072888,-0.42869361695789154,0.047448540339394205,0.028355705019027413
1975-01-01,0.2903419228205605,0.3031853321620397,-0.025064297025165903,0.22093472435360856,-0.045506684439522896
1985-01-01,0.7030865551176524,0.5629325618441143,0.47571274833073685,0.4501238807799324,0.5077426407829164
1995-01-01,0.6718962847997272,0.7308191008794875,1.2222866839454287,1.1011393871004618,0.9367701727246481
