time,CSIRO-Mk3-6-0_historicalGHG_r2i1p1,CSIRO-Mk3-6-0_historicalGHG_r1i1p1,CSIRO-Mk3-6-0_historicalGHG_r4i1p1,CSIRO-Mk3-6-0_historicalGHG_r3i1p1,CSIRO-Mk3-6-0_historicalGHG_r5i1p1
1955-01-01,-0.5452058987087673,-0.4678925645616319,-0.40100661553276906,-0.4737296346028646,-0.06641242811414931
1965-01-01,-0.2882092522515191,-0.259981713189019,-0.11332280646430122,-0.3838937598334418,-0.268964727613661
1975-01-01,-0.01698930358886716,0.03688918389214408,-0.03410166592068141,0.13303320482042097,-0.3585632180107964
1985-01-01,0.18240179443359375,0.33689069281684025,0.28036954074435766,0.128093002319336,0.1854796320597331
1995-01-01,0.6680026601155599,0.35409440104166673,0.2680615471733941,0.5964971872965494,0.5084607416788736
