time,CCSM4_historicalNat_r2i1p1,CCSM4_historicalNat_r1i1p1,CCSM4_historicalNat_r4i1p1,CCSM4_historicalNat_r6i1p1
1955-01-01,0.050806499905056424,0.05011362372504342,-0.07674925401475692,0.15601651509602865
1965-01-01,0.1351913036770291,0.031142570495605426,-0.03934342193603517,-0.12588383992513022
1975-01-01,-0.00796628231472439,-0.13781926388210722,0.10670871395534938,-0.10597133212619358
1985-01-01,-0.30567134348551434,0.15854264238145618,-0.1479878226386176,0.00865068223741321
1995-01-01,0.12763982221815318,-0.1019795727199978,0.15737178463406032,0.06718797471788193
