time,CanESM2_historicalNat_r2i1p1,CanESM2_historicalNat_r1i1p1,CanESM2_historicalNat_r4i1p1,CanESM2_historicalNat_r3i1p1,CanESM2_historicalNat_r5i1p1
1935-01-01,0.18500291430760946,0.06553530920119513,0.45453986576625277,0.12938144138881139,0.3974748363192119
1945-01-01,0.3458813331240699,0.1050982466198149,-0.1063433298988948,0.0017505718412853463,-0.006187544323149153
1955-01-01,-0.04830592866927856,-0.21805660550556488,0.0020161510649180994,0.06945165724981399,-0.05480719187903023
1965-01-01,-0.07757291763547866,-0.19768332466246588,-0.49358306582011874,-0.05524956294468467,-0.21739061506967694
1975-01-01,0.04674754067072796,-0.013361891489180329,0.3364142893231104,0.03227885231139167,0.21853637332007989
1985-01-01,-0.5124482533288379,-0.003962443518260146,0.11208470117478142,-0.1673767059568375,-0.161165529281374
1995-01-01,0.060695311531188026,0.26243070935446117,-0.3051286116100493,-0.010236253889780195,-0.1764603290860615
