time,IPSL-CM5A-MR_historicalNat_r2i1p1,IPSL-CM5A-MR_historicalNat_r1i1p1,IPSL-CM5A-MR_historicalNat_r3i1p1
1935-01-01,0.023979764060368614,-0.13048746381487167,0.3133362440078977
1945-01-01,0.11274246700226316,-0.03557864779517765,-0.018872643728104835
1955-01-01,0.1661519035460457,0.17285368964785625,-0.1378431883312407
1965-01-01,-0.1789220634339348,-0.01605698116241941,-0.08786197783455016
1975-01-01,-0.011261956351143985,-0.1810924748011998,-0.08703412071106924
1985-01-01,-0.18010088118295825,-0.037468215700179795,-0.09728548382955884
1995-01-01,0.06741076635935947,0.22783009362599208,0.11556117042662604
