time,HadGEM2-ES_historicalNat_r2i1p1,HadGEM2-ES_historicalNat_r1i1p1,HadGEM2-ES_historicalNat_r4i1p1,HadGEM2-ES_historicalNat_r3i1p1
1955-01-01,-0.049068445841471374,0.041977973090277704,-0.3176146325005425,0.21968993801540798
1965-01-01,0.1461283459133572,-0.3610370491875542,-0.20243626997205946,-0.2702404522365994
1975-01-01,-0.227085570441352,0.15923676978217235,0.10077432335747613,0.029653778923882386
1985-01-01,-0.17608964623345263,0.01719707658555769,0.3063366182115343,0.14965013376871744
1995-01-01,0.3061153166029188,0.14262522972954642,0.11293996090359161,-0.1287533984714084
