time,IPSL-CM5A-MR_historicalNat_r2i1p1,IPSL-CM5A-MR_historicalNat_r1i1p1,IPSL-CM5A-MR_historicalNat_r3i1p1
1955-01-01,0.19349634975857208,0.1396404673258464,-0.07895046827528213
1965-01-01,-0.15157761722140842,-0.04927020348442927,-0.028969257778591575
1975-01-01,0.016082489861382377,-0.21430569712320968,-0.028141400655110657
1985-01-01,-0.15275643497043187,-0.07068143802218965,-0.038392763773600264
1995-01-01,0.09475521257188584,0.1946168713039822,0.17445389048258464
