time,GFDL-CM3_historicalNat_r1i1p1,GFDL-CM3_historicalNat_r3i1p1,GFDL-CM3_historicalNat_r5i1p1
1955-01-01,0.3772947523328994,0.3902439897325303,0.21520039876302083
1965-01-01,0.04625258127848306,-0.18007546573215058,-0.2070282406277126
1975-01-01,0.07911653730604379,-0.18232242414686414,-0.19069476657443574
1985-01-01,-0.1960357115003798,-0.06799660831027561,-0.10423667907714841
1995-01-01,-0.30662815941704646,0.04015050845675998,0.28675928751627605
