time,CNRM-CM5_historicalNat_r2i1p1,CNRM-CM5_historicalNat_r1i1p1,CNRM-CM5_historicalNat_r4i1p1,CNRM-CM5_historicalNat_r3i1p1,CNRM-CM5_historicalNat_r5i1p1,CNRM-CM5_historicalNat_r8i1p1
1955-01-01,0.0207647722032335,-0.015140892876519124,-0.25981377326117616,-0.055405717637803796,0.10344290161132817,0.11754548814561634
1965-01-01,0.18262187703450522,0.006458215501573369,0.015180958218044726,0.14602222527398004,-0.14011514706081818,-0.09048799302842882
1975-01-01,-0.0825609402126736,0.09458691151936849,0.04225091467963325,-0.05900724962022568,0.033160609775119344,0.26968859354654945
1985-01-01,0.0096834920247396,-0.10282804616292315,-0.04931034766303166,-0.042351069132487006,-0.0067071982489691866,-0.06406585693359372
1995-01-01,-0.1305092010498047,0.01692381201850044,0.2516922480265299,0.010741811116536472,0.010218833923339846,-0.23268023173014324
