time,CNRM-CM5_historicalNat_r2i1p1,CNRM-CM5_historicalNat_r1i1p1,CNRM-CM5_historicalNat_r4i1p1,CNRM-CM5_historicalNat_r3i1p1,CNRM-CM5_historicalNat_r5i1p1,CNRM-CM5_historicalNat_r8i1p1
1935-01-01,-0.0805211730230422,0.06795938098241411,-0.1598827919127449,0.011537716577923466,0.1869733471340603,-0.01282916417197576
1945-01-01,-0.07046870821998233,0.06624405573284814,0.26058909461611796,0.10827767205616787,0.03883219824896921,0.258029036748977
1955-01-01,0.050962748451838395,-0.04198158021957158,-0.27995503380185083,-0.07936879536462207,0.05828179253472227,0.06850551363021609
1965-01-01,0.2128198532831101,-0.020382471841479087,-0.004960302322629891,0.12205914754716175,-0.18527625613742407,-0.13952796754382907
1975-01-01,-0.05236296396406871,0.06774622417631604,0.022109654138958636,-0.08297032734704396,-0.012000499301486549,0.2206486190311492
1985-01-01,0.039881468273344496,-0.1296687335059756,-0.06945160820370627,-0.06631414685930528,-0.05186830732557508,-0.11310583144899397
1995-01-01,-0.10031122480119982,-0.009916875324552016,0.2315509874858553,-0.013221266610281803,-0.03494227515326605,-0.28172020624554345
