time,tas_Amon_CESM1-CAM5_historicalNat_r2i1p1_185001-200512,tas_Amon_CESM1-CAM5_historicalNat_r1i1p1_185001-200512,tas_Amon_CESM1-CAM5_historicalNat_r3i1p1_185001-200512
1955-01-01,0.057598122321234506,0.07828310642948878,-0.13588122875072323
1965-01-01,-0.20267864644556868,0.27387507604905115,-0.07119642960348244
1975-01-01,0.03343965004814998,-0.23634122811776623,0.20290157806961617
1985-01-01,0.11012253115618695,-0.10267982036449304,-0.007442710791693799
1995-01-01,0.0015183429199972717,-0.013137133996280626,0.011618791076283344
