time,bcc-csm1-1_historicalNat_r1i1p1
1955-01-01,-0.007304628160264746
1965-01-01,0.24637089199490017
1975-01-01,-0.21250901116265192
1985-01-01,-0.2124368031819661
1995-01-01,0.18587955050998262
