time,IPSL-CM5A-LR_historicalNat_r2i1p1,IPSL-CM5A-LR_historicalNat_r1i1p1,IPSL-CM5A-LR_historicalNat_r3i1p1
1955-01-01,0.09668184238009984,0.23055178324381506,0.20473338656955298
1965-01-01,0.008620221455891905,-0.03725115882025824,-0.012068316141764329
1975-01-01,0.06332395511203343,-0.1739472156100803,-0.04822281307644315
1985-01-01,-0.12979900190565322,-0.13473706987169054,-0.08220662011040578
1995-01-01,-0.038827017042371945,0.11538366105821402,-0.06223563724093968
