time,CESM1-CAM5_historicalNat_r2i1p1,CESM1-CAM5_historicalNat_r1i1p1,CESM1-CAM5_historicalNat_r3i1p1
1935-01-01,0.19328650277758394,-0.15380056956457722,0.11603179689437623
1945-01-01,0.3497697587997195,-0.21114836314367874,-0.38209295303102514
1955-01-01,-0.023559018089657734,0.1787256925068204,-0.05521535055977958
1965-01-01,-0.17820766327873105,0.4799471331399584,0.11509811159164188
1975-01-01,0.03228635697137744,-0.05589352441212485,0.36357186816987536
1985-01-01,-0.13848845042879615,-0.16968862261090956,-0.09423003544883116
1995-01-01,-0.23508748675149585,-0.06814174591548859,-0.06316343761625742
