time,IPSL-CM5A-LR_historicalNat_r2i1p1,IPSL-CM5A-LR_historicalNat_r1i1p1,IPSL-CM5A-LR_historicalNat_r3i1p1
1935-01-01,-0.015128684270949589,0.05407025776212175,0.1425890998234824
1945-01-01,0.07572578248523533,0.04599325089227585,0.25318482414124505
1955-01-01,0.0845624227372427,0.21053908151293554,0.12557860177660746
1965-01-01,-0.003499198186965244,-0.05726386055113777,-0.09122310093470985
1975-01-01,0.05120453546917628,-0.19395991734095983,-0.12737759786938865
1985-01-01,-0.14191842154851037,-0.15474977160257006,-0.1613614049033513
1995-01-01,-0.05094643668522909,0.09537095932733448,-0.14139042203388522
