time,GFDL-CM3_historicalNat_r1i1p1,GFDL-CM3_historicalNat_r3i1p1,GFDL-CM3_historicalNat_r5i1p1
1935-01-01,-0.1387796329316639,0.22415306394062343,0.08994483402797152
1945-01-01,0.0794071821182493,0.044078448462107844,-0.11544679974752758
1955-01-01,0.3891692424955823,0.33659768725198413,0.220300791906932
1965-01-01,0.05812707144116598,-0.23372176821269683,-0.20192784748380144
1975-01-01,0.09099102746872671,-0.2359687266274104,-0.18559437343052457
1985-01-01,-0.18416122133769688,-0.12164291079082185,-0.09913628593323724
1995-01-01,-0.2947536692543635,-0.013495794023786263,0.2918596806601872
