time,CSIRO-Mk3-6-0_historicalNat_r2i1p1,CSIRO-Mk3-6-0_historicalNat_r1i1p1,CSIRO-Mk3-6-0_historicalNat_r4i1p1,CSIRO-Mk3-6-0_historicalNat_r3i1p1,CSIRO-Mk3-6-0_historicalNat_r5i1p1
1935-01-01,0.059290611024886815,0.12133404504685175,-0.1735100331382146,-0.016686418926905068,0.18481452215285532
1945-01-01,-0.012617377629355794,0.07815687694246803,0.10412955087328712,0.2469145366123744,0.007487908620682965
1955-01-01,-0.041729506840781555,-0.13498697190057662,0.09436260768345422,0.2261529407803975,0.11377936166430272
1965-01-01,-0.10852467794266954,-0.18592289092048764,-0.12398022000751799,-0.28093207949683774,-0.15587740035284128
1975-01-01,-0.05629433465382409,-0.16759481339227586,0.0947943890283978,0.04837788415333574,-0.18961604950919986
1985-01-01,0.06780743977380176,-0.034018221052866116,0.026591916765485484,-0.12286858937096976,-0.09159077417282833
1995-01-01,0.09206784626794239,0.32303197527688643,-0.022388211204892094,-0.10095827375139507,0.13100243159702846
