time,CNRM-CM5-2_historical_r1i1p1
1955-01-01,-0.07208280266655813
1965-01-01,-0.24501152377658417
1975-01-01,-0.20244034152560758
1985-01-01,0.22146753607855899
1995-01-01,0.29806713189019096
