time,CESM1-FASTCHEM_historical_r1i1p1,CESM1-FASTCHEM_historical_r2i1p1,CESM1-FASTCHEM_historical_r3i1p1
1935-01-01,-0.06567288534981863,-0.17391601925804498,-0.34683471376933744
1945-01-01,-0.3475533657982236,-0.2529478660462394,-0.5270483452933176
1955-01-01,-0.18261105673653735,-0.3966737317282056,-0.2577378433469742
1965-01-01,-0.31921847691611643,-0.15659850165957495,-0.25820740714905754
1975-01-01,0.19152667757064576,0.2015090863666837,0.0676810782296317
1985-01-01,0.01057268112424823,0.2738966799539233,0.361219252329024
1995-01-01,0.7129564261058019,0.5047303523714579,0.9609279790000311
