time,ACCESS1-3_historical_r1i1p1,ACCESS1-3_historical_r2i1p1,ACCESS1-3_historical_r3i1p1
1935-01-01,0.2251793828086247,0.008957403879317066,0.02349181826152493
1945-01-01,0.0016844546605670127,-0.2555456300765748,0.009242457435244603
1955-01-01,-0.028772707136850505,-0.26413673945835664,-0.16179708571661083
1965-01-01,0.12894988468715124,-0.11200882079109309,-0.26963669973706433
1975-01-01,-0.21217940981425937,-0.13656691778273808,0.34281207311721074
1985-01-01,-0.17437248774937217,0.18195850675068195,-0.00783387380933005
1995-01-01,0.05951088254413908,0.5773421974787636,0.06372131044902499
