time,GISS-E2-H-CC_historical_r1i1p1
1935-01-01,-0.17204337528773717
1945-01-01,0.03299077049134269
1955-01-01,-0.160161368960426
1965-01-01,-0.22371904040139817
1975-01-01,-0.10377476888989645
1985-01-01,0.10258997720385343
1995-01-01,0.5241178058442615
