time,MPI-ESM-LR_historical_r1i1p1,MPI-ESM-LR_historical_r2i1p1,MPI-ESM-LR_historical_r3i1p1
1955-01-01,-0.32068828837076824,-0.2895514746771918,-0.2706600392659505
1965-01-01,-0.3579084718492296,-0.3417537417941623,-0.5010116314358182
1975-01-01,-0.08462250010172526,-0.24273355102539057,0.035879432678222606
1985-01-01,0.11742092302110455,0.015084798177083358,0.19345351409912104
1995-01-01,0.6457983373006185,0.8589539693196613,0.5423387239244248
