time,GISS-E2-R-CC_historical_r1i1p1
1935-01-01,-0.1469627277434818
1945-01-01,-0.05965603964669363
1955-01-01,-0.28559384058392234
1965-01-01,-0.318432005019415
1975-01-01,0.16640570928180032
1985-01-01,-0.04016314854697576
1995-01-01,0.6844020522586882
