time,GFDL-CM2p1_historical_r1i1p1,GFDL-CM2p1_historical_r6i1p1,GFDL-CM2p1_historical_r5i1p1,GFDL-CM2p1_historical_r8i1p1,GFDL-CM2p1_historical_r7i1p1,GFDL-CM2p1_historical_r9i1p1,GFDL-CM2p1_historical_r4i1p1,GFDL-CM2p1_historical_r10i1p1,GFDL-CM2p1_historical_r2i1p1,GFDL-CM2p1_historical_r3i1p1
1935-01-01,-0.32737561907087054,0.012330190264989507,-0.07423359704396075,-0.23798799121190634,-0.3639044298444475,-0.28921616872151695,-0.4618818961249456,-0.10755056714254711,-0.31579312763516865,-0.3356887738666837
1945-01-01,-0.3423334030877976,-0.0750019206697979,-0.15261549147348552,-0.2716023829626659,-0.26820506444053044,-0.37107445187038846,-0.17273467593722877,-0.2964537060449993,-0.1530607659476144,-0.028484616355290468
1955-01-01,-0.22098920549665194,-0.2931647116040427,-0.4650085527934724,-0.05437231517973398,0.05854281289236889,-0.2736004130045573,-0.04007891337076828,-0.1512340642535497,-0.1447968007647802,-0.21307383703807042
1965-01-01,-0.07287149156842912,-0.1213902331155444,-0.4123834900628952,-0.24778864360990976,-0.30341139293852304,-0.12846296098497179,-0.4114062203301323,-0.0624340959579225,-0.4802487660968115,-0.2067195389762757
1975-01-01,0.03490891411190944,-0.1411285109747024,0.21981388576447028,0.023433170015849783,0.1252061353410993,0.17236665089925127,0.4099006186591254,-0.15477463313511441,-0.0052778086586604545,-0.1637519333854554
1985-01-01,0.29891670287601535,0.022224099295479957,0.23215923793732177,-0.05101703886001826,0.13810844179183712,0.24459888458251955,0.26359511057535806,0.2075241288684663,0.34751402415926497,0.06634560418507415
1995-01-01,0.6297441022358243,0.5961310868036179,0.6522680076720221,0.8393352018083845,0.6136634971981957,0.6453884590996636,0.4126059765285915,0.5649229376656668,0.7516632449437701,0.8813730954367016
