time,GFDL-ESM2G_historical_r1i1p1,GFDL-ESM2G_historical_r2i1p1,GFDL-ESM2G_historical_r3i1p1
1935-01-01,-0.16285876016768197,0.055368336874341215,-0.12959471990191745
1945-01-01,-0.2703245169018942,-0.2652006379384843,-0.24307089669363846
1955-01-01,0.12898645128522604,-0.01942360529823909,-0.6943881158980112
1965-01-01,-0.5056795295836434,-0.1282521456763857,-0.10429525768946095
1975-01-01,-0.20167786128937254,-0.0069921935550750144,0.2120483804127526
1985-01-01,0.18613005259680368,0.06163900829496845,0.3491960041106693
1995-01-01,0.8254241640605623,0.30286123729887454,0.610104605659606
