time,FIO-ESM_historical_r1i1p1,FIO-ESM_historical_r2i1p1,FIO-ESM_historical_r3i1p1
1955-01-01,-0.3705962100558811,-0.29419863552517356,-0.0836355777316623
1965-01-01,-0.23150492180718313,-0.021793388366699223,-0.19530791982014972
1975-01-01,-0.14456452941894532,-0.060916660732693154,-0.13026470353868272
1985-01-01,0.22325063239203569,0.17172456783718537,0.04233764902750653
1995-01-01,0.5234150288899739,0.2051841167873806,0.36687055206298824
