time,bcc-csm1-1_historical_r1i1p1,bcc-csm1-1_historical_r2i1p1,bcc-csm1-1_historical_r3i1p1
1935-01-01,-0.10469618782164561,-0.2446840201483832,-0.17909000760033014
1945-01-01,0.09649707067580451,-0.010669860839843691,-0.3916367673117017
1955-01-01,-0.36088937850225544,-0.16821655697292753,-0.1781817154657273
1965-01-01,-0.30328578827873115,-0.20120168050130205,-0.17075781019907146
1975-01-01,0.04395126887730194,-0.10884254455566403,0.10883783189077226
1985-01-01,0.21651459285191127,0.3296373324924045,0.0625351551600865
1995-01-01,0.4119084221976145,0.403977330525716,0.748293313525972
