time,inmcm4_historical_r1i1p1
1935-01-01,-0.24768531859867152
1945-01-01,-0.030054063342866453
1955-01-01,-0.43477634066627135
1965-01-01,-0.11254243699331133
1975-01-01,0.3008555596972268
1985-01-01,0.10661531175885883
1995-01-01,0.417587288145035
