time,HadGEM2-CC_historical_r1i1p1
1935-01-01,0.17772870866079174
1945-01-01,0.10052455114939848
1955-01-01,0.18374780927385606
1965-01-01,-0.5006644730340867
1975-01-01,-0.09949250478593126
1985-01-01,-0.1469720919170076
1995-01-01,0.2851280006529793
