time,CMCC-CMS_historical_r1i1p1
1955-01-01,-0.47728614976670997
1965-01-01,-0.12038274722629125
1975-01-01,0.06717509206136069
1985-01-01,0.3372060928344726
1995-01-01,0.19328771209716797
