time,IPSL-CM5A-MR_historical_r1i1p1,IPSL-CM5A-MR_historical_r2i1p1,IPSL-CM5A-MR_historical_r3i1p1
1935-01-01,-0.02128598531087238,-0.29304065764896453,-0.356270022922092
1945-01-01,-0.3651330100165473,0.0018655389452737758,-0.09290662553575305
1955-01-01,-0.2810465367635091,-0.17060825832306392,-0.42270329369439014
1965-01-01,-0.0756046422322591,-0.06165725768558564,0.003897811041937947
1975-01-01,0.043810700310601136,-0.09986156948029047,-0.03984878963894312
1985-01-01,0.24218490176730684,0.25919571710011313,0.41926515791151253
1995-01-01,0.4570745722452799,0.36410648709251764,0.48856576283772785
