time,CMCC-CM_historical_r1i1p1
1955-01-01,-0.35546640014648434
1965-01-01,-0.4717384787665473
1975-01-01,0.1161031231350369
1985-01-01,0.2644420598347982
1995-01-01,0.44665969594319654
