time,BNU-ESM_historical_r1i1p1
1935-01-01,-0.12647369566417876
1945-01-01,-0.1744059305342417
1955-01-01,0.057343264988490524
1965-01-01,-0.0566851612878224
1975-01-01,-0.05547953045557416
1985-01-01,0.03015175107925657
1995-01-01,0.3255493018740699
