time,MPI-ESM-MR_historical_r1i1p1,MPI-ESM-MR_historical_r2i1p1,MPI-ESM-MR_historical_r3i1p1
1935-01-01,-0.3662977975512308,-0.4383100854782831,-0.0674487867809477
1945-01-01,-0.14050342923118955,-0.20474546704973492,-0.1741193953014556
1955-01-01,-0.12186928582569911,-0.23202672383141895,-0.4367811087956504
1965-01-01,-0.3330033190288241,0.1365155743795728,-0.24514137389167906
1975-01-01,0.2625115379454597,0.02183883182586184,-0.07212499103848896
1985-01-01,0.09869465358673579,0.13541126190669953,0.36345226590595553
1995-01-01,0.600467640104748,0.5813166082473028,0.6321633899022662
