time,MPI-ESM-P_historical_r1i1p1,MPI-ESM-P_historical_r2i1p1
1935-01-01,-0.2243009827628968,-0.12686735365125865
1945-01-01,-0.5000756926763625,-0.20856609768337675
1955-01-01,0.15438452766055152,-0.14059604220920138
1965-01-01,-0.2580332317049541,-0.2839720196194119
1975-01-01,0.014974123031373984,0.12710542043050127
1985-01-01,0.29906546214270213,-0.023475591871473522
1995-01-01,0.5139857943095858,0.6563716846042208
