time,NorESM1-M_historical_r1i1p1,NorESM1-M_historical_r2i1p1,NorESM1-M_historical_r3i1p1
1935-01-01,0.00547472696455693,-0.10569278717041018,-0.2326586659749349
1945-01-01,-0.2200623908875481,-0.07551652696397569,-0.016850916544596334
1955-01-01,-0.10487651764400421,-0.19166523827446832,-0.2633281283908421
1965-01-01,-0.15708225613548638,-0.03992542690700959,0.08656150394015841
1975-01-01,-0.008363595992799802,0.09353111267089843,-0.07088250478108724
1985-01-01,0.24227488260420546,0.08348624335394962,-0.0052980168660481525
1995-01-01,0.24263515109107608,0.23578262329101565,0.5024567286173504
