time,ACCESS1-3_historical_r1i1p1,ACCESS1-3_historical_r2i1p1,ACCESS1-3_historical_r3i1p1
1955-01-01,0.01660006035698784,-0.3134543846978082,-0.1552502305772569
1965-01-01,0.17432265218098958,-0.16132646603054462,-0.26308984459771045
1975-01-01,-0.166806642320421,-0.18588456302218961,0.3493589282565646
1985-01-01,-0.12899972025553383,0.13264086151123042,-0.0012870186699761432
1995-01-01,0.10488365003797742,0.528024552239312,0.0702681655883789
