time,CCSM4_historical_r1i1p1,CCSM4_historical_r1i2p2,CCSM4_historical_r6i1p1,CCSM4_historical_r5i1p1,CCSM4_historical_r4i1p1,CCSM4_historical_r2i1p1,CCSM4_historical_r1i2p1,CCSM4_historical_r3i1p1
1935-01-01,-0.5074864487420945,0.15316270131913443,-0.44646526276119175,-0.11126599629720049,-0.0766121152847532,-0.3305394042484344,-0.2906861574687656,-0.14262062133304654
1945-01-01,-0.17990004584902805,-0.42593916211809424,0.00803140912737163,-0.2718478732638889,-0.35195642138284355,-0.2934895088559106,-0.3080530584426154,-0.289002304682656
1955-01-01,-0.21225390055822943,-0.28893460652184866,-0.3202013094463046,-0.5217569986979167,-0.12122548300122454,-0.2619833731272864,0.13173835391090039,-0.419841542319646
1965-01-01,-0.036065109495132676,-0.19876266963898187,0.059739850967649416,-0.16582578023274738,-0.3427631238907103,-0.04848592727903335,-0.3394537644159227,0.041259557330419146
1975-01-01,0.2031254032679966,-0.18675865657745844,0.03503549000573538,0.23861863030327687,0.2998716112167116,0.09502966381254647,-0.11189252580915185,0.11929447961232018
1985-01-01,0.25698794531443764,0.16731800018794954,-0.07149962894500249,0.02440401713053385,0.20655446067688954,0.20748431130061076,0.4147086721753318,0.17368002513098343
1995-01-01,0.47559215606205035,0.7799143933492994,0.7353594510517423,0.8076740010579426,0.3861310716659304,0.6319842383975074,0.5036384800502233,0.5172304062616258
