time,bcc-csm1-1_historical_r1i1p1,bcc-csm1-1_historical_r2i1p1,bcc-csm1-1_historical_r3i1p1
1955-01-01,-0.36252920193142363,-0.2192873331705729,-0.29232707044813366
1965-01-01,-0.30492561170789934,-0.25227245669894743,-0.28490316518147785
1975-01-01,0.04231144544813373,-0.1599133207533094,-0.005307523091634125
1985-01-01,0.21487476942274306,0.2785665562947591,-0.05161019982231989
1995-01-01,0.41026859876844624,0.3529065543280706,0.6341479585435656
