time,MPI-ESM-P_historical_r1i1p1,MPI-ESM-P_historical_r2i1p1
1955-01-01,0.009509192572699665,-0.20768273247612845
1965-01-01,-0.402908566792806,-0.3510587098863389
1975-01-01,-0.1299012120564779,0.0600187301635742
1985-01-01,0.15419012705485025,-0.09056228213840059
1995-01-01,0.36911045922173397,0.5892849943372938
