time,GFDL-CM3_historical_r1i1p1,GFDL-CM3_historical_r5i1p1,GFDL-CM3_historical_r4i1p1,GFDL-CM3_historical_r2i1p1,GFDL-CM3_historical_r3i1p1
1955-01-01,-0.06674984402126735,-0.08185955641004775,-0.0893641153971354,-0.3122100101047092,0.09232538350423176
1965-01-01,-0.4470703464084201,-0.29165009986029733,-0.3888325373331706,-0.1917080383300781,-0.5178812756008573
1975-01-01,-0.04745966593424478,-0.03646604495578343,-0.17092244042290577,-0.25990655178493927,0.004322534349229565
1985-01-01,0.24142277187771266,0.13597014787462025,0.14379237280951604,0.2527479773627387,0.021108838399251303
1995-01-01,0.3198570844862195,0.2740055533515082,0.5053267203436956,0.5110766228569878,0.4001245193481446
