time,CESM1-CAM5_historical_r1i1p1,CESM1-CAM5_historical_r2i1p1,CESM1-CAM5_historical_r3i1p1
1955-01-01,-0.26408767530653215,0.003944388495551225,-0.182437998453776
1965-01-01,-0.34087653096516923,-0.15601479424370662,-0.13287054273817275
1975-01-01,0.18069520907931858,-0.15188579983181422,-0.28938179016113275
1985-01-01,0.11808233642578124,-0.02314136928982203,0.20131624009874133
1995-01-01,0.30618666076660156,0.32709757486979163,0.40337409125434015
