time,HadGEM2-ES_historical_r1i1p1,HadGEM2-ES_historical_r4i1p1,HadGEM2-ES_historical_r2i1p1,HadGEM2-ES_historical_r3i1p1
1955-01-01,-0.11157894727918835,0.009096532185872364,0.2980134836832683,0.2716688045925565
1965-01-01,-0.23685541958279077,-0.24812678782145184,0.06172570970323346,-0.4236258087158203
1975-01-01,-0.16245581902398,-0.22057657792833113,-0.46214425828721784,-0.23465730285644526
1985-01-01,-0.05529313151041662,0.07365378570556641,-0.006111238267686614,0.26151621670193137
1995-01-01,0.5661833173963757,0.38595304785834417,0.10851630316840274,0.12509809027777777
