time,IPSL-CM5A-LR_historical_r1i1p1,IPSL-CM5A-LR_historical_r6i1p1,IPSL-CM5A-LR_historical_r5i1p1,IPSL-CM5A-LR_historical_r4i1p1,IPSL-CM5A-LR_historical_r2i1p1,IPSL-CM5A-LR_historical_r3i1p1
1955-01-01,-0.3284123382568359,-0.173428466796875,-0.38681312730577255,-0.11325801595052082,-0.3014501291910807,-0.3589726155598959
1965-01-01,-0.35251849534776475,-0.31546873219807936,-0.2749221649169922,-0.2980089035034179,-0.4094160435994466,-0.4040793635050456
1975-01-01,-0.0880069546169705,-0.040697681850857204,0.1579423166910807,0.03256337738037106,-0.03288147566053601,-0.08741423119439018
1985-01-01,0.09974307759602863,0.057814314948187895,0.08685883246527773,0.06106643931070964,0.09459662797715929,0.1415658543904623
1995-01-01,0.6691947106255426,0.47178056589762357,0.4169341430664063,0.31763710276285806,0.6491510204739039,0.7089003558688693
