time,CESM1-WACCM_historical_r1i1p1,CESM1-WACCM_historical_r4i1p1,CESM1-WACCM_historical_r2i1p1,CESM1-WACCM_historical_r3i1p1
1955-01-01,-0.3656456976996528,-0.6120968983968098,-0.5879061906602647,-0.31802084689670135
1965-01-01,-0.06881977589925128,-0.1553944880167643,-0.05546208445231122,-0.048777784559461794
1975-01-01,-0.02918813154432512,0.07561705101860895,0.1047111790974935,-0.006240434434678817
1985-01-01,0.06335585615370007,0.18827120717366536,0.050178750779893644,-0.044240812513563356
1995-01-01,0.4002977489895291,0.5036031282212998,0.48847834523518885,0.41727987840440534
