time,MPI-ESM-MR_historical_r1i1p1,MPI-ESM-MR_historical_r2i1p1,MPI-ESM-MR_historical_r3i1p1
1955-01-01,-0.22322953118218317,-0.36063783433702257,-0.4850947452121311
1965-01-01,-0.4343635643853081,0.007904463873969175,-0.29345501030815974
1975-01-01,0.1611512925889757,-0.10677227867974176,-0.12043862745496962
1985-01-01,-0.00266559176974826,0.006800151401095925,0.31513862948947485
1995-01-01,0.4991073947482639,0.4527054977416992,0.5838497534857856
