time,CESM1-FASTCHEM_historical_r1i1p1,CESM1-FASTCHEM_historical_r2i1p1,CESM1-FASTCHEM_historical_r3i1p1
1955-01-01,-0.26525630696614577,-0.48204650878906247,-0.4325144551595052
1965-01-01,-0.4018637271457248,-0.24197127872043184,-0.43298401896158856
1975-01-01,0.10888142734103734,0.1161363093058268,-0.10709553358289932
1985-01-01,-0.07207256910536018,0.18852390289306642,0.186442640516493
1995-01-01,0.6303111758761935,0.4193575753106011,0.7861513671875001
