time,CMCC-CESM_historical_r1i1p1
1955-01-01,-0.19239247300889756
1965-01-01,-0.4882700271606445
1975-01-01,-0.00013320159912114105
1985-01-01,0.32870202721489805
1995-01-01,0.35209367455376517
