time,NorESM1-M_historical_r1i1p1,NorESM1-M_historical_r2i1p1,NorESM1-M_historical_r3i1p1
1955-01-01,-0.14779405042860244,-0.2279071011013455,-0.3132300448947483
1965-01-01,-0.1999997889200846,-0.07616728973388676,0.03665958743625215
1975-01-01,-0.05128112877739803,0.05728924984402127,-0.12078442128499348
1985-01-01,0.19935734981960723,0.04724438052707246,-0.0551999333699544
1995-01-01,0.19971761830647786,0.1995407604641385,0.45255481211344406
